item,title,genreLabel,boxofficeww,boxofficeusa,publicationdate,reviewscore,budget
http://www.wikidata.org/entity/Q64211112,Doctor Strange in the Multiverse of Madness,fantasy film,955775804,411331607,2021-05-07T00:00:00Z,74%,200000000 USD
http://www.wikidata.org/entity/Q48673898,Green Book,comedy drama,321752656,,2018-11-16T00:00:00Z,77%,23000000 USD
http://www.wikidata.org/entity/Q15040917,22 Jump Street,buddy cop film,331333876,191719337,2014-06-13T00:00:00Z,7/10,65000000 USD
http://www.wikidata.org/entity/Q17436508,The 5th Wave,action film,,,,16%,38000000 USD
http://www.wikidata.org/entity/Q1230682,Hardware,dystopian film,,,,50%,960000 GBP
http://www.wikidata.org/entity/Q207816,Bruce Almighty,drama film,,,2003-05-23T00:00:00Z,5.7/10,81000000 USD
http://www.wikidata.org/entity/Q533383,The Room,romance film,,,,3.4/10,6000000 USD
http://www.wikidata.org/entity/Q156394,What Women Want,fantasy film,,,,54%,70000000 USD
http://www.wikidata.org/entity/Q101069738,Resident Evil : Bienvenue à Raccoon City,science fiction horror film,,,2021-11-24T00:00:00Z,30%,25000000 USD
http://www.wikidata.org/entity/Q101069738,Resident Evil : Bienvenue à Raccoon City,science fiction horror film,,,2021-11-24T00:00:00Z,4.9/10,25000000 USD
http://www.wikidata.org/entity/Q1932371,The Adventures of Milo and Otis,children's film,,,,80%,
http://www.wikidata.org/entity/Q320461,The Mummy Returns,horror film,433013274,,,5.3/10,98000000 USD
http://www.wikidata.org/entity/Q309153,Singin' in the Rain,romantic comedy,7235585,7200000,1952-04-11T00:00:00Z,9.3/10,2540000 USD
http://www.wikidata.org/entity/Q3023357,12 Years a Slave,film based on books,,,2013-11-08T00:00:00Z,8.9/10,20000000 USD
http://www.wikidata.org/entity/Q17151630,Walking on Sunshine,romantic comedy,,,,31%,
http://www.wikidata.org/entity/Q1138936,Soldier,adventure film,,,,3.8/10,75000000 USD
http://www.wikidata.org/entity/Q208424,Nineteen Eighty-Four,dystopian film,,8430492,1984-12-14T00:00:00Z,6.7/10,5500000 GBP
http://www.wikidata.org/entity/Q532372,Miss Congeniality,crime film,212700000,,,5.1/10,
http://www.wikidata.org/entity/Q25339940,Wind River,thriller film,,,2017-08-04T00:00:00Z,87%,11000000 USD
http://www.wikidata.org/entity/Q22000904,Road To Yesterday,romantic drama,,,,,30000000 NGN
http://www.wikidata.org/entity/Q753899,Scott Pilgrim vs. the World,fantasy film,49421974,33281690,2010-08-13T00:00:00Z,7.5/10,60000000 USD
http://www.wikidata.org/entity/Q2419344,Revenge of the Creature,monster film,,,1955-03-29T00:00:00Z,13%,
http://www.wikidata.org/entity/Q1140257,The Messenger: The Story of Joan of Arc,historical film,66976317,14276317,1999-11-12T00:00:00Z,31%,85000000 USD
http://www.wikidata.org/entity/Q160618,Brokeback Mountain,drama film,,,,8.2/10,14000000 USD
http://www.wikidata.org/entity/Q463768,The Bucket List,comedy film,,,,5.2/10,45000000 USD
http://www.wikidata.org/entity/Q11705049,Magic Journey to Africa,speculative/fantastic fiction film,,,,,10000000 EUR
http://www.wikidata.org/entity/Q23780457,Kingsman: The Golden Circle,action comedy film,,,2017-09-22T00:00:00Z,5.4/10,104000000 USD
http://www.wikidata.org/entity/Q509025,Big Daddy,comedy film,234801895,,,39%,
http://www.wikidata.org/entity/Q979196,Psycho,mystery film,,,,39%,60000000 USD
http://www.wikidata.org/entity/Q1320705,Ice Station Zebra,submarine film,,4600000,1968-10-23T00:00:00Z,5.3/10,9000000 USD
http://www.wikidata.org/entity/Q58815176,The Aeronauts,biographical film,,,2019-12-06T00:00:00Z,6.5/10,
http://www.wikidata.org/entity/Q160071,Twilight,romance film,393600000,,,5.4/10,
http://www.wikidata.org/entity/Q274529,The Book of Eli,action film,,,2010-01-15T00:00:00Z,46%,80000000 USD
http://www.wikidata.org/entity/Q190956,Amadeus,drama film,90000000,51973029,1984-09-19T00:00:00Z,89%,18000000 USD
http://www.wikidata.org/entity/Q1714159,From Justin to Kelly,romantic comedy,,4928883,2003-06-20T00:00:00Z,3.2/10,12000000 USD
http://www.wikidata.org/entity/Q1571786,Maniac Cop,crime thriller,,671382,1988-05-13T00:00:00Z,50%,1100000 USD
http://www.wikidata.org/entity/Q212965,Hunger Games : Le Film,film based on a novel,694394724,,,7.3/10,
http://www.wikidata.org/entity/Q263460,The Dead Pool,detective film,,,,55%,31000000 USD
http://www.wikidata.org/entity/Q1345327,Decision Before Dawn,war film,,,,7.8/10,
http://www.wikidata.org/entity/Q168154,Once Upon a Time in the West,melodrama,5434825,5321508,,9.1/10,5000000 USD
http://www.wikidata.org/entity/Q369492,Bend It Like Beckham,female buddy film,,,,85%,3600000 GBP
http://www.wikidata.org/entity/Q484442,Spider-Man,science fiction film,825025036,407022860,2002-05-03T00:00:00Z,90%,139000000 USD
http://www.wikidata.org/entity/Q1752886,Robot Jox,mecha,,1272977,1990-11-21T00:00:00Z,40%,
http://www.wikidata.org/entity/Q756920,Kelly's Heroes,action film,,5200000,1970-06-19T00:00:00Z,78%,4000000 USD
http://www.wikidata.org/entity/Q105702,Dr. Strangelove,war film,9523464,9440000,1964-01-29T00:00:00Z,98%,1800000 USD
http://www.wikidata.org/entity/Q1048085,Black Rain,drama film,134212055,46212055,1989-09-22T00:00:00Z,50%,30000000 USD
http://www.wikidata.org/entity/Q221103,Halloween,teen film,70274000,47274000,1978-10-25T00:00:00Z,8.6/10,325000 USD
http://www.wikidata.org/entity/Q171669,One Flew Over the Cuckoo's Nest,comedy film,109114817,108981275,1975-11-19T00:00:00Z,93%,3000000 USD
http://www.wikidata.org/entity/Q244315,There Will Be Blood,drama film,76182388,40222514,2007-12-26T00:00:00Z,91%,25000000 USD
http://www.wikidata.org/entity/Q372174,Torn Curtain,spy film,,13000000,1966-07-27T00:00:00Z,67%,6000000 USD
http://www.wikidata.org/entity/Q208424,Nineteen Eighty-Four,political thriller film,,8430492,1985-03-22T00:00:00Z,6.7/10,5500000 GBP
http://www.wikidata.org/entity/Q54862508,Jojo Rabbit,comedy film,90335025,33370906,2019-10-18T00:00:00Z,80%,14000000 USD
http://www.wikidata.org/entity/Q19315473,Snowden,action film,,,2016-09-16T00:00:00Z,6.2/10,40000000 USD
http://www.wikidata.org/entity/Q18392433,Green Room,thriller film,3807503,3220371,2016-05-13T00:00:00Z,90%,5000000 USD
http://www.wikidata.org/entity/Q907640,Team America: World Police,action film,50826898,32786074,2004-10-15T00:00:00Z,77%,32000000 USD
http://www.wikidata.org/entity/Q1141420,October Sky,drama film,,,,7.6/10,25000000 USD
http://www.wikidata.org/entity/Q162277,Alexander,action film,,,2004-11-24T00:00:00Z,16%,155000000 USD
http://www.wikidata.org/entity/Q162277,Alexander,action film,,,2004-11-24T00:00:00Z,4/10,155000000 USD
http://www.wikidata.org/entity/Q330332,Mr. Bean's Holiday,road movie,229700000,,,5.4/10,
http://www.wikidata.org/entity/Q1192319,L'Arnacœur,melodrama,,,,6.7/10,8700000 EUR
http://www.wikidata.org/entity/Q403033,Escape from New York,thriller film,25274965,25244626,1981-07-10T00:00:00Z,86%,6000000 USD
http://www.wikidata.org/entity/Q180214,Black Swan,psychological thriller film,329398046,106954678,2010-12-17T00:00:00Z,8.2/10,13000000 USD
http://www.wikidata.org/entity/Q180214,Black Swan,psychological thriller film,329398046,106954678,2010-12-17T00:00:00Z,85%,13000000 USD
http://www.wikidata.org/entity/Q63026,The English Patient,spy film,232000000,,,7.9/10,
http://www.wikidata.org/entity/Q213081,Star Trek,science fiction film,385700000,257730019,2009-05-08T00:00:00Z,94%,150000000 USD
http://www.wikidata.org/entity/Q25339940,Wind River,thriller film,,,2017-08-04T00:00:00Z,7.7/10,11000000 USD
http://www.wikidata.org/entity/Q102754,Dr. No,action film,59600000,16067035,1963-05-08T00:00:00Z,7.8/10,1100000 USD
http://www.wikidata.org/entity/Q17048105,Michiel de Ruyter,drama film,,,,67%,8000000 EUR
http://www.wikidata.org/entity/Q5540479,The Conjuring,ghost film,,,,7.2/10,20000000 USD
http://www.wikidata.org/entity/Q484675,Léon,crime film,45284974,19501238,1994-11-18T00:00:00Z,6.9/10,16000000 USD
http://www.wikidata.org/entity/Q741026,Escape from L.A.,post-apocalyptic film,,,1996-08-09T00:00:00Z,5.6/10,
http://www.wikidata.org/entity/Q2369836,Бой с тенью,drama film,,,,,3500000 USD
http://www.wikidata.org/entity/Q484442,Spider-Man,science fiction film,825025036,407022860,2002-05-03T00:00:00Z,7.6/10,139000000 USD
http://www.wikidata.org/entity/Q28840385,Hotel Transylvania 3,vampire film,528583774,,2018-07-13T00:00:00Z,62%,65000000 USD
http://www.wikidata.org/entity/Q645735,The Illusionist,fantasy film,,,,73%,17000000 USD
http://www.wikidata.org/entity/Q498383,Coma,science fiction film,50000000,,1978-01-06T00:00:00Z,81%,4000000 USD
http://www.wikidata.org/entity/Q3072241,Filth,film based on a novel,,,,6.2/10,
http://www.wikidata.org/entity/Q14578326,Wish I Was Here,comedy film,,,,47%,6000000 USD
http://www.wikidata.org/entity/Q836821,The Hitchhiker's Guide to the Galaxy,film based on a novel,,,2005-04-29T00:00:00Z,60%,50000000 USD
http://www.wikidata.org/entity/Q613485,To Live and Die in L.A.,film based on a novel,,17307019,1985-11-01T00:00:00Z,7.1/10,
http://www.wikidata.org/entity/Q613485,To Live and Die in L.A.,film based on a novel,,17307019,1985-11-01T00:00:00Z,85%,
http://www.wikidata.org/entity/Q1199536,The Crimson Pirate,swashbuckler film,,2500000,1952-09-27T00:00:00Z,100%,1750000 USD
http://www.wikidata.org/entity/Q19355,La vita è bella,drama film,230098753,57563264,1998-10-23T00:00:00Z,81%,20000000 USD
http://www.wikidata.org/entity/Q22712210,Fifty Shades Freed,erotic film,371900000,,,11%,
http://www.wikidata.org/entity/Q23817035,Paterson,drama film,10727536,2141423,2016-12-28T00:00:00Z,96%,5000000 USD
http://www.wikidata.org/entity/Q283586,The Master,drama film,,,2012-09-11T00:00:00Z,8.1/10,35000000 USD
http://www.wikidata.org/entity/Q111608782,A Man Called Otto,comedy film,,,2022-12-29T00:00:00Z,69,50000000 USD
http://www.wikidata.org/entity/Q41493467,The Equalizer 2,vigilante film,,,2018-07-20T00:00:00Z,5.6/10,62000000 USD
http://www.wikidata.org/entity/Q258009,Man on Fire,crime film,,,,5.3/10,70000000 USD
http://www.wikidata.org/entity/Q309545,Judgment at Nuremberg,drama film,,10000000,1961-12-19T00:00:00Z,92%,3000000 USD
http://www.wikidata.org/entity/Q19955874,Florence Foster Jenkins,biographical film,,,,7.1/10,29000000 USD
http://www.wikidata.org/entity/Q19955874,Florence Foster Jenkins,biographical film,,,,87%,29000000 USD
http://www.wikidata.org/entity/Q46717,Pirates of the Caribbean: The Curse of the Black Pearl,fantasy film,654264015,305413918,2003-07-09T00:00:00Z,7.1/10,140000000 USD
http://www.wikidata.org/entity/Q207816,Bruce Almighty,comedy drama,,,2003-05-23T00:00:00Z,48%,81000000 USD
http://www.wikidata.org/entity/Q21450470,Don't Breathe,thriller film,,,2016-08-26T00:00:00Z,88%,9900000 USD
http://www.wikidata.org/entity/Q2704431,Mute Witness,thriller film,,,1995-09-15T00:00:00Z,7.1/10,2000000 USD
http://www.wikidata.org/entity/Q598818,Invasion of the Body Snatchers,film based on a novel,,24946533,1978-12-22T00:00:00Z,8.1/10,3500000 USD
http://www.wikidata.org/entity/Q2704431,Mute Witness,thriller film,,,1995-09-15T00:00:00Z,83%,2000000 USD
http://www.wikidata.org/entity/Q1551593,Supervixens,sexploitation film,,,,7/10,100000 USD
http://www.wikidata.org/entity/Q5890,V for Vendetta,LGBT-related film,,,,73%,54000000 USD
http://www.wikidata.org/entity/Q208266,Out of Africa,biographical film,227500000,,1985-12-20T00:00:00Z,6.9/10,31000000 USD
http://www.wikidata.org/entity/Q84712809,Shazam! Fury of the Gods,adventure film,133438006,57638006,2023-03-17T00:00:00Z,49%,125000000 USD
http://www.wikidata.org/entity/Q221103,Halloween,teen film,70274000,47274000,1978-10-25T00:00:00Z,96%,325000 USD
http://www.wikidata.org/entity/Q484675,Léon,crime film,45284974,19501238,1994-11-18T00:00:00Z,74%,16000000 USD
http://www.wikidata.org/entity/Q1140085,Crimson Tide,drama film,157387195,91387195,1995-05-12T00:00:00Z,88%,53000000 USD
http://www.wikidata.org/entity/Q740528,Wild Wild West,action film,,,,17%,170000000 USD
http://www.wikidata.org/entity/Q1212768,The Stepford Wives,drama film,,,,4.7/10,90000000 USD
http://www.wikidata.org/entity/Q208592,Sleepy Hollow,detective film,,,,6.4/10,100000000 USD
http://www.wikidata.org/entity/Q34779365,Serenity,science fiction film,,,2019-01-25T00:00:00Z,4.1/10,25000000 USD
http://www.wikidata.org/entity/Q190908,Seven,drama film,327333559,100125643,1995-09-22T00:00:00Z,82%,33000000 USD
http://www.wikidata.org/entity/Q105387,Independence day – Maailmojen sota,action thriller,817400891,,1996-10-03T00:00:00Z,6.6/10,75000000 USD
http://www.wikidata.org/entity/Q102438,Harry Potter and the Sorcerer's Stone,speculative/fantastic fiction film,978087613,317557891,2001-11-16T00:00:00Z,81%,125000000 USD
http://www.wikidata.org/entity/Q3038433,Dr. Who and the Daleks,space adventure film,114062,,,45%,180000 GBP
http://www.wikidata.org/entity/Q72909,They Live,science fiction film,,13008928,1988-11-04T00:00:00Z,85%,3000000 USD
http://www.wikidata.org/entity/Q895440,Bowfinger,comedy film,98625775,66384775,1999-08-13T00:00:00Z,81%,55000000 USD
http://www.wikidata.org/entity/Q309545,Judgment at Nuremberg,drama film,,10000000,1961-12-19T00:00:00Z,7.8/10,3000000 USD
http://www.wikidata.org/entity/Q204057,Philadelphia,trial film,206700000,,,6.8/10,
http://www.wikidata.org/entity/Q202028,War of the Worlds,disaster film,603873119,234280354,2005-06-29T00:00:00Z,7/10,132000000 USD
http://www.wikidata.org/entity/Q795040,Bill & Ted's Bogus Journey,fantasy film,,38037513,1991-07-19T00:00:00Z,6/10,20000000 USD
http://www.wikidata.org/entity/Q10307713,The Hunger Games: Mockingjay – Part 2,science fiction film,653428261,,2015-11-20T00:00:00Z,70%,160000000 USD
http://www.wikidata.org/entity/Q303495,Reach for the Sky,drama film,,,,,365000 GBP
http://www.wikidata.org/entity/Q18157191,Zombeavers,comedy horror,54985,14947,2015-03-20T00:00:00Z,71%,
http://www.wikidata.org/entity/Q471720,Grumpy Old Men,Christmas film,,,,5.8/10,35000000 USD
http://www.wikidata.org/entity/Q16242543,The Age of Adaline,melodrama,,,,5.5/10,25000000 USD
http://www.wikidata.org/entity/Q483197,피에타,thriller film,,,,73%,
http://www.wikidata.org/entity/Q563743,Anna and the King,film based on a novel,,,1999-12-17T00:00:00Z,51%,92000000 USD
http://www.wikidata.org/entity/Q15140437,Terminator Genisys,dystopian film,440603537,89760956,2015-07-01T00:00:00Z,26%,155000000 USD
http://www.wikidata.org/entity/Q563743,Anna and the King,romance film,,,1999-12-17T00:00:00Z,5.9/10,92000000 USD
http://www.wikidata.org/entity/Q1197869,Footloose,teen film,,,,6/10,24000000 USD
http://www.wikidata.org/entity/Q766263,Chungking Express,romance film,,600200,1996-03-08T00:00:00Z,89%,
http://www.wikidata.org/entity/Q64744044,Soul,comedy drama,120957731,,2020-12-25T00:00:00Z,8.3/10,150000000 USD
http://www.wikidata.org/entity/Q150804,The Pianist,musical film,120072577,32572577,,8.2/10,35000000 USD
http://www.wikidata.org/entity/Q150804,The Pianist,musical film,120072577,32572577,,95%,35000000 USD
http://www.wikidata.org/entity/Q770965,Confessions of a Dangerous Mind,comedy drama,,,2002-12-31T00:00:00Z,7.2/10,
http://www.wikidata.org/entity/Q15729025,Crimson Peak,gothic film,74679822,31090320,2015-10-16T00:00:00Z,72%,55000000 USD
http://www.wikidata.org/entity/Q83965418,Nobody,comedy film,56700000,27568035,2021-03-26T00:00:00Z,84%,16000000 USD
http://www.wikidata.org/entity/Q107226,The Bourne Ultimatum,action thriller,444100035,227471070,2007-08-03T00:00:00Z,8/10,110000000 USD
http://www.wikidata.org/entity/Q770965,Confessions of a Dangerous Mind,drama film,,,2002-12-31T00:00:00Z,79%,
http://www.wikidata.org/entity/Q1571786,Maniac Cop,slasher film,,671382,1988-05-13T00:00:00Z,50%,1100000 USD
http://www.wikidata.org/entity/Q105993,Die Hard 2,action thriller,240031274,117540947,1990-07-04T00:00:00Z,69%,70000000 USD
http://www.wikidata.org/entity/Q1199536,The Crimson Pirate,swashbuckler film,,2500000,1952-09-27T00:00:00Z,7.9/10,1750000 USD
http://www.wikidata.org/entity/Q514293,Red Heat,buddy cop film,,,,67%,29000000 USD
http://www.wikidata.org/entity/Q2474464,Bug,monster film,,,1975-06-06T00:00:00Z,,
http://www.wikidata.org/entity/Q20856802,La La Land,comedy drama,471981104,151101803,2016-12-09T00:00:00Z,8.7/10,30000000 USD
http://www.wikidata.org/entity/Q181086,A Clockwork Orange,dystopian film,,,1972-02-02T00:00:00Z,88%,2200000 USD
http://www.wikidata.org/entity/Q25136757,Call Me by Your Name,romance film,,,,94%,3500000 USD
http://www.wikidata.org/entity/Q212804,The Ring,thriller film,249348933,129128133,2002-10-18T00:00:00Z,6.6/10,48000000 USD
http://www.wikidata.org/entity/Q217685,Caligola,pornographic film,,,,23%,
http://www.wikidata.org/entity/Q213208,The Fast and the Furious: Tokyo Drift,action film,158964610,62514415,2006-06-16T00:00:00Z,38%,85000000 USD
http://www.wikidata.org/entity/Q27826501,Pacific Rim: Uprising,apocalyptic film,290930148,,2018-03-23T00:00:00Z,42%,150000000 USD
http://www.wikidata.org/entity/Q18604504,Suicide Squad,superhero film,746846894,,2016-06-05T00:00:00Z,26%,175000000 USD
http://www.wikidata.org/entity/Q596085,Jonah Hex,comedy film,10903312,,,3.6/10,47000000 USD
http://www.wikidata.org/entity/Q901213,Four Weddings and a Funeral,drama film,245700832,,1994-03-11T00:00:00Z,7.6/10,
http://www.wikidata.org/entity/Q930746,Shortbus,LGBT-related film,,,,6.5/10,2000000 USD
http://www.wikidata.org/entity/Q14513321,Warcraft,fantasy film,,,,28%,160000000 USD
http://www.wikidata.org/entity/Q25057,Brazil,neo-noir,,9929135,1985-12-18T00:00:00Z,98%,15000000 USD
http://www.wikidata.org/entity/Q15068238,Kingsman: The Secret Service,comedy film,,,2014-10-24T00:00:00Z,6.8/10,81000000 USD
http://www.wikidata.org/entity/Q7764866,The Small Back Room,drama film,,,1952-02-23T00:00:00Z,,
http://www.wikidata.org/entity/Q64744044,Soul,comedy drama,120957731,,2020-12-25T00:00:00Z,95%,150000000 USD
http://www.wikidata.org/entity/Q574986,Harry Brown,neo-noir,10371451,1818681,2010-04-30T00:00:00Z,63%,7300000 USD
http://www.wikidata.org/entity/Q37447062,Skyscraper,drama film,304868961,,2018-07-13T00:00:00Z,48%,125000000 USD
http://www.wikidata.org/entity/Q18415459,The Nice Guys,comedy film,,,,7.6/10,50000000 USD
http://www.wikidata.org/entity/Q15040917,22 Jump Street,buddy cop film,331333876,191719337,2014-06-13T00:00:00Z,84%,65000000 USD
http://www.wikidata.org/entity/Q319783,Rambo: First Blood Part II,action film,300400000,,1985-05-22T00:00:00Z,33%,44000000 USD
http://www.wikidata.org/entity/Q319783,Rambo: First Blood Part II,action film,300400000,,1985-05-22T00:00:00Z,4.6/10,44000000 USD
http://www.wikidata.org/entity/Q25057,Brazil,science fiction film,,9929135,1985-12-18T00:00:00Z,98%,15000000 USD
http://www.wikidata.org/entity/Q740528,Wild Wild West,steampunk film,,,,17%,170000000 USD
http://www.wikidata.org/entity/Q634582,Repossessed,horror film,,1382462,1990-09-14T00:00:00Z,0%,
http://www.wikidata.org/entity/Q430535,Michael Collins,biographical film,27572844,11092559,1996-10-25T00:00:00Z,6.9/10,25000000 USD
http://www.wikidata.org/entity/Q1167592,Jungle Book,action film,11000000,,1942-04-03T00:00:00Z,57%,250000 GBP
http://www.wikidata.org/entity/Q504157,Fatal Attraction,erotica,320100000,,,6.8/10,14000000 USD
http://www.wikidata.org/entity/Q504157,Fatal Attraction,erotica,320100000,,,76%,14000000 USD
http://www.wikidata.org/entity/Q47300912,Once Upon a Time in Hollywood,black comedy film,,,2019-07-26T00:00:00Z,85%,
http://www.wikidata.org/entity/Q65768604,Thor: Love and Thunder,superhero film,760928081,343256830,2021-11-05T00:00:00Z,63%,250000000 USD
http://www.wikidata.org/entity/Q181086,A Clockwork Orange,dystopian film,,,1972-02-02T00:00:00Z,8.8/10,2200000 USD
http://www.wikidata.org/entity/Q131074,The Lord of the Rings: The Return of the King,film based on a novel,1140682011,378251207,2003-12-17T00:00:00Z,93%,94000000 USD
http://www.wikidata.org/entity/Q244963,First Blood,action film,,,1982-10-22T00:00:00Z,86%,15000000 USD
http://www.wikidata.org/entity/Q21451640,John Wick: Chapter 2,thriller film,171547802,92029184,2017-02-10T00:00:00Z,89%,40000000 USD
http://www.wikidata.org/entity/Q107761,You Only Live Twice,ninja film,111600000,43084787,1967-06-13T00:00:00Z,74%,9500000 USD
http://www.wikidata.org/entity/Q484675,Léon,action film,45284974,19501238,1994-11-18T00:00:00Z,6.9/10,16000000 USD
http://www.wikidata.org/entity/Q19315473,Snowden,biographical film,,,2016-09-16T00:00:00Z,6.2/10,40000000 USD
http://www.wikidata.org/entity/Q184255,Million Dollar Baby,drama film,216800000,,,8.4/10,
http://www.wikidata.org/entity/Q184255,Million Dollar Baby,drama film,216800000,,,90%,
http://www.wikidata.org/entity/Q148204,Heaven's Gate,Western film,,,,59%,44000000 USD
http://www.wikidata.org/entity/Q148204,Heaven's Gate,Western film,,,,6.7/10,44000000 USD
http://www.wikidata.org/entity/Q108559256,"Lyle, Lyle, Crocodile",musical film,110972933,46888441,2022-10-07T00:00:00Z,,50000000 USD
http://www.wikidata.org/entity/Q64285608,Trust Fund,drama film,,36885,,,
http://www.wikidata.org/entity/Q162277,Alexander,biographical film,,,2004-11-24T00:00:00Z,16%,155000000 USD
http://www.wikidata.org/entity/Q162277,Alexander,biographical film,,,2004-11-24T00:00:00Z,4/10,155000000 USD
http://www.wikidata.org/entity/Q25136484,It,psychological thriller film,701842551,328874981,2017-09-08T00:00:00Z,7.3/10,35000000 USD
http://www.wikidata.org/entity/Q25136484,It,psychological thriller film,701842551,328874981,2017-09-08T00:00:00Z,86%,35000000 USD
http://www.wikidata.org/entity/Q116905,Lemony Snicket's A Series of Unfortunate Events,children's film,,,,6.7/10,140000000 USD
http://www.wikidata.org/entity/Q208266,Out of Africa,biographical film,227500000,,1985-12-20T00:00:00Z,62%,31000000 USD
http://www.wikidata.org/entity/Q151884,Tideland,fantasy film,1072932,66453,2006-10-27T00:00:00Z,30%,19000000 USD~~~19000000 CAD
http://www.wikidata.org/entity/Q25136228,Annihilation,drama film,43070915,32732301,2018-02-23T00:00:00Z,88%,40000000 USD
http://www.wikidata.org/entity/Q15079344,The Giver,dystopian film,,,2014-08-15T00:00:00Z,5.3/10,25000000 USD
http://www.wikidata.org/entity/Q976728,Halloween 5: The Revenge of Michael Myers,slasher film,,,,3.7/10,
http://www.wikidata.org/entity/Q60501923,Jumanji: The Next Level,adventure film,800059707,320314960,2019-12-13T00:00:00Z,6.1/10,125000000 USD
http://www.wikidata.org/entity/Q515251,Fade to Black,comedy horror,,,1980-10-14T00:00:00Z,45%,1800000 USD
http://www.wikidata.org/entity/Q320423,The Spy Who Loved Me,spy film,,,,7.2/10,14000000 USD
http://www.wikidata.org/entity/Q1421476,National Lampoon's Christmas Vacation,Christmas film,,,1989-12-01T00:00:00Z,70%,25000000 USD
http://www.wikidata.org/entity/Q352431,Adaptation.,comedy film,,,,8.2/10,19000000 USD
http://www.wikidata.org/entity/Q607363,This Is the End,apocalyptic film,126041322,101470202,2013-06-12T00:00:00Z,7.1/10,32000000 USD
http://www.wikidata.org/entity/Q607363,This Is the End,apocalyptic film,126041322,101470202,2013-06-12T00:00:00Z,83%,32000000 USD
http://www.wikidata.org/entity/Q255342,Rush Hour,action film,244400000,,1998-09-18T00:00:00Z,61%,33000000 USD~~~35000000 USD
http://www.wikidata.org/entity/Q221202,Home Alone 2: Lost in New York,mystery film,,,1992-11-20T00:00:00Z,4.5/10,18000000 USD
http://www.wikidata.org/entity/Q22078002,The Disaster Artist,drama film,29820616,21120616,2017-12-01T00:00:00Z,91%,10000000 USD
http://www.wikidata.org/entity/Q12049257,Resident Evil: The Final Chapter,action film,,,,4.5/10,40000000 USD
http://www.wikidata.org/entity/Q15972938,Gods of Egypt,fantasy film,,,2016-02-26T00:00:00Z,15%,140000000 USD
http://www.wikidata.org/entity/Q25057,Brazil,fantasy film,,9929135,1985-12-18T00:00:00Z,8.7/10,15000000 USD
http://www.wikidata.org/entity/Q18486021,Star Wars: The Last Jedi,adventure film,1332698830,620181382,2017-12-15T00:00:00Z,8.1/10,200000000 USD
http://www.wikidata.org/entity/Q60834962,Dune,science fiction film,401847900,108327830,2021-10-22T00:00:00Z,7.6/10,165000000 USD
http://www.wikidata.org/entity/Q60834962,Dune,science fiction film,401847900,108327830,2021-10-22T00:00:00Z,83%,165000000 USD
http://www.wikidata.org/entity/Q1004410,喋血街頭,war film,8545123,,1991-07-26T00:00:00Z,100%,3500000 USD
http://www.wikidata.org/entity/Q2036869,Othello,romance film,,2844379,1996-01-19T00:00:00Z,6.3/10,
http://www.wikidata.org/entity/Q2036869,Othello,romance film,,2844379,1996-01-19T00:00:00Z,67%,
http://www.wikidata.org/entity/Q691611,Serenity,science fiction film,40445129,25514517,2005-09-30T00:00:00Z,7.2/10,39000000 USD
http://www.wikidata.org/entity/Q39070473,A Quiet Place,science fiction film,340939361,188024361,2018-04-06T00:00:00Z,8.2/10,17000000 USD
http://www.wikidata.org/entity/Q213208,The Fast and the Furious: Tokyo Drift,crime thriller,158964610,62514415,2006-06-16T00:00:00Z,5/10,85000000 USD
http://www.wikidata.org/entity/Q6548422,Lilting,LGBT-related film,,,,84%,120000 GBP
http://www.wikidata.org/entity/Q498867,A Time to Kill,thriller film,152266007,108766007,1996-07-24T00:00:00Z,6.2/10,40000000 USD
http://www.wikidata.org/entity/Q1156922,Dad,comedy film,,,,60%,
http://www.wikidata.org/entity/Q48818107,22 July,documentary film,,,2018-10-10T00:00:00Z,81%,20000000 USD
http://www.wikidata.org/entity/Q83808444,Everything Everywhere All at Once,family film,97737200,69908189,2022-03-25T00:00:00Z,94/100,25000000 USD
http://www.wikidata.org/entity/Q209481,Eyes Wide Shut,drama film,,,1999-07-16T00:00:00Z,76%,65000000 USD
http://www.wikidata.org/entity/Q322328,The Nightmare Before Christmas,fantasy film,91221845,77368668,1993-10-13T00:00:00Z,8.2/10,24000000 USD~~~24000000 AUD
http://www.wikidata.org/entity/Q322328,The Nightmare Before Christmas,fantasy film,91221845,77368668,1993-10-13T00:00:00Z,95%,24000000 USD~~~24000000 AUD
http://www.wikidata.org/entity/Q2628694,Weekend,drama film,1577585,484592,,8.1/10,120000 GBP
http://www.wikidata.org/entity/Q221104,The Cell,thriller film,,,,45%,
http://www.wikidata.org/entity/Q329127,American Pie 2,teen film,,,2001-08-10T00:00:00Z,52%,30000000 USD
http://www.wikidata.org/entity/Q1473804,High Fidelity,comedy drama,47126295,27287137,2000-03-31T00:00:00Z,7.6/10,30000000 USD
http://www.wikidata.org/entity/Q466265,La morte e la fanciulla,rape and revenge film,,,1994-12-23T00:00:00Z,82%,12000000 USD
http://www.wikidata.org/entity/Q27964442,"Everything, Everything",melodrama,,,2017-05-19T00:00:00Z,5.3/10,10000000 USD
http://www.wikidata.org/entity/Q226773,Wrath of the Titans,action film,305300000,,2012-03-30T00:00:00Z,4.5/10,
http://www.wikidata.org/entity/Q196665,8 Mile,musical film,242900000,,2002-11-06T00:00:00Z,75%,41000000 USD
http://www.wikidata.org/entity/Q575778,The Way Back,film based on books,,,,6.9/10,30000000 USD
